,minimum,maximum,773differernce
UDPARA,0.29493942345,0.29493942345,0.0
UDPG4E,0.0315873273375,4.685105423196684,4.653518095859184
UDPGALPpp,0.0,4.653518095859184,4.653518095859184
UDPGPpp,0.0,122.03454788846237,122.03454788846237
UGLCURPpp,0.0,5.248948560880015,5.248948560880015
XYLI1,0.0,0.0,0.0
XYLI2,0.0,0.0,0.0
XYLK,0.0,0.0,0.0
GALKr,0.0,0.0,0.0
M1PD,0.0,0.0,0.0
MAN2D,0.0,0.0,0.0
MCITD,0.0,0.0,0.0
HDPA1,0.0,0.0,0.0
HDPA2,0.0,0.0,0.0
ICL,0.0,12.92724673050165,12.92724673050165
MALS,0.0,12.92724673050165,12.92724673050165
ME1,0.0,122.0345478884625,122.0345478884625
ME2,0.0,122.03454788846254,122.03454788846254
PPA,0.0,122.0345478884644,122.0345478884644
PPA2,0.0,61.0172739442312,61.0172739442312
PPC,0.0,130.07577102109892,130.07577102109892
PPCK,0.0,122.03454788846284,122.03454788846284
ABTA,0.0,12.927246730501572,12.927246730501572
ACGK,0.09364970394,5.359677544781702,5.266027840841702
ACGS,0.0,122.03454788846273,122.03454788846273
ACODA,0.0,122.03454788846273,122.03454788846273
ACOTA,0.0,0.0,0.0
AGPR,0.0,0.0,0.0
AMPTASEPG,0.0,0.0,0.0
ARGSL,0.09364970394,4.856677666001678,4.7630279620616784
CBPS,0.0,61.017273944232194,61.017273944232194
CSND,0.0,0.0,0.0
G5SADs,0.07857589194,84.79880325838597,84.72022736644597
G5SD,0.07857589194,84.79880325838597,84.72022736644597
GLU5K,0.07857589194,84.79880325838597,84.72022736644597
GLUNATF,0.0,5.359677544781915,5.359677544781915
OCBT,0.09364970394,4.856677666001873,4.763027962061873
ORNC,0.0,0.0,0.0
P5CD,0.0,84.72022736644912,84.72022736644912
P5CR,0.07857589194,5.344603732781918,5.266027840841918
PROD2,0.0,0.0,0.0
SPMDAT1,0.0,0.0,0.0
SPMDAT2,0.0,0.0,0.0
SPMS,0.0,0.0,0.0
SSALy,0.0,12.927246730501999,12.927246730501999
UREAAH,0.0,0.0,0.0
ARGSS,0.09364970394,4.856677666001883,4.763027962061884
CG_biomass_cgl_ATCC13032,0.45,0.45,0.0
BAMPN,0.0,0.0,0.0
BIOTIN_t,0.0,97.62763852463888,97.62763852463888
BTNAMP,0.0,0.0,0.0
3HAD100,0.20809052923428006,0.20809052923428006,0.0
3HAD120,0.09423369949732957,0.09423369949732957,0.0
3HAD121,0.11385682973695047,0.11385682973695047,0.0
3HAD140,0.09423369949732957,0.09423369949732957,0.0
3HAD141,0.11385682973695047,0.11385682973695047,0.0
3HAD160,0.09287099653008744,0.09287099653008744,0.0
3HAD161,0.11138190576886046,0.11138190576886046,0.0
3HAD180,0.0019041250089078,0.0019041250089078,0.0
3HAD181,0.10913530138444334,0.10913530138444334,0.0
3HAD40,0.20809052923428006,0.20809052923428006,0.0
3HAD60,0.20809052923428006,0.20809052923428006,0.0
3HAD80,0.20809052923428006,0.20809052923428006,0.0
3OAR100,0.20809052923428006,0.20809052923428006,0.0
3OAR120,0.09423369949732957,0.09423369949732957,0.0
3OAR140,0.09423369949732957,0.09423369949732957,0.0
3OAR160,0.09287099653008744,0.09287099653008744,0.0
3OAR180,0.0019041250089078,0.0019041250089078,0.0
3OAR40,0.20809052923428006,0.20809052923428006,0.0
3OAR60,0.20809052923428006,0.20809052923428006,0.0
3OAR80,0.20809052923428006,0.20809052923428006,0.0
3OAS100,0.20809052923428006,0.20809052923428006,0.0
3OAS120,0.09423369949732957,0.09423369949732957,0.0
3OAS121,0.11385682973695047,0.11385682973695047,0.0
3OAS140,0.09423369949732957,0.09423369949732957,0.0
3OAS141,0.11385682973695047,0.11385682973695047,0.0
3OAS160,0.09287099653008744,0.09287099653008744,0.0
3OAS161,0.11138190576886046,0.11138190576886046,0.0
3OAS180,0.0019041250089078,0.0019041250089078,0.0
3OAS181,0.10913530138444334,0.10913530138444334,0.0
3OAS60,0.20809052923428006,0.20809052923428006,0.0
3OAS80,0.20809052923428006,0.20809052923428006,0.0
AACPS1,0.0,122.03454788846781,122.03454788846781
AACPS2,0.0,122.03454788846781,122.03454788846781
AACPS3,0.0,122.03454788846781,122.03454788846781
AACPS4,0.0,122.03454788846781,122.03454788846781
AACPS5,0.0,0.0,0.0
AACPS6,0.0,122.03454788846781,122.03454788846781
AACPS7,0.0,122.03454788846781,122.03454788846781
AACPS8,0.0,122.03454788846781,122.03454788846781
AACPS9,0.0,122.03454788846781,122.03454788846781
ALAALAr,0.0398516008725,5.191400575609161,5.151548974736661
CDPDAG,0.01525151503764,0.01525151503764,0.0
CLPN,8.561251944e-05,8.561251944e-05,0.0
EAR100x,0.0,0.0942336994973296,0.0942336994973296
EAR100y,0.0,0.09423369949732963,0.09423369949732963
EAR120x,0.0,0.09423369949732957,0.09423369949732957
EAR120y,0.0,0.09423369949732957,0.09423369949732957
EAR121x,0.0,0.11385682973695047,0.11385682973695047
EAR121y,0.0,0.11385682973695047,0.11385682973695047
EAR140x,0.0,0.09423369949732957,0.09423369949732957
EAR140y,0.0,0.09423369949732957,0.09423369949732957
EAR141x,0.0,0.11385682973695047,0.11385682973695047
EAR141y,0.0,0.11385682973695047,0.11385682973695047
EAR160x,0.0,0.09287099653008744,0.09287099653008744
EAR160y,0.0,0.09287099653008744,0.09287099653008744
EAR161x,0.0,0.11138190576886046,0.11138190576886046
EAR161y,0.0,0.11138190576886046,0.11138190576886046
EAR180x,0.0,0.0019041250089078,0.0019041250089078
EAR180y,0.0,0.0019041250089078,0.0019041250089078
EAR181x,0.0,0.10913530138444334,0.10913530138444334
EAR181y,0.0,0.10913530138444334,0.10913530138444334
EAR40x,0.0,0.20809052923428006,0.20809052923428006
EAR40y,0.0,0.20809052923428006,0.20809052923428006
EAR60x,0.0,0.20809052923428006,0.20809052923428006
EAR60y,0.0,0.20809052923428006,0.20809052923428006
EAR80x,0.0,0.20809052923428006,0.20809052923428006
EAR80y,0.0,0.20809052923428006,0.20809052923428006
FA100ACPHi,0.0,122.034547888469,122.034547888469
FA120ACPHi,0.0,122.03454788846884,122.03454788846884
FA140ACPHi,0.0,122.03454788846858,122.03454788846858
FA141ACPHi,0.0,122.0345478884685,122.0345478884685
FA160ACPHi,0.0,122.03454788846875,122.03454788846875
FA161ACPHi,0.0,122.03454788846875,122.03454788846875
FA80ACPHi,0.0,122.03454788846875,122.03454788846875
FACOAL100t2pp,0.0,0.0,0.0
FACOAL120t2pp,0.0,0.0,0.0
FACOAL140t2pp,0.0,0.0,0.0
FACOAL141t2pp,0.0,0.0,0.0
FACOAL160t2pp,0.0,0.0,0.0
FACOAL161t2pp,0.0,0.0,0.0
FACOAL180t2pp,0.0,0.0,0.0
FACOAL181t2pp,0.0,0.0,0.0
FACOAL60t2pp,0.0,0.0,0.0
FACOAL80t2pp,0.0,0.0,0.0
G1PACT,0.064437881265,3.706753381665259,3.642315500400259
GF6PTA,0.064437881265,122.0989857697343,122.0345478884693
GLUR,0.0,0.0,0.0
INPTH,0.0,0.0,0.0
MI1PP,0.0,0.0,0.0
PGAMT,0.0,0.0,0.0
PIM,0.000794975265,0.000794975265,0.0
PIT,0.0013086556182,0.0013086556182,0.0
T2DECAI,0.11385682973695047,0.11385682973695047,0.0
TDPGDH,0.0,0.0,0.0
UAAGDS,0.021479293755,0.021479293755,0.0
UAGCVT,0.04295858751,0.04295858751,0.0
UAGDP,0.064437881265,122.09898576973387,122.03454788846888
UAGPT3,0.0,0.0,0.0
UAMAGS,0.021479293755,0.021479293755,0.0
UAMAS,0.021479293755,0.021479293755,0.0
UAMDH,0.04295858751,0.04295858751,0.0
UDCPDP,0.0,0.0,0.0
UDPGALM,0.0,0.0,0.0
UDPGD,0.0,5.24894856088024,5.24894856088024
UGMDDS,0.0,0.0,0.0
3OAR121,0.11385682973695047,0.11385682973695047,0.0
3OAR141,0.11385682973695047,0.11385682973695047,0.0
3OAR161,0.11138190576886046,0.11138190576886046,0.0
3OAR181,0.10913530138444334,0.10913530138444334,0.0
G1PTT,0.0,0.0,0.0
GALUi,0.039219365758496987,122.09524654798314,122.05602718222464
PAPPT3,0.0,0.0,0.0
ACONTa,0.6330958562438996,13.560342586746067,12.927246730502167
ACONTb,0.6330958562438996,13.560342586746067,12.927246730502167
AKGDH,5.25595689e-05,12.92729929007107,12.927246730502171
CITL,0.0,122.03454788848109,122.03454788848109
CS,0.6330958562438996,135.59489047522797,134.96179461898407
FRD2,0.0,80.1068618641959,80.1068618641959
FRD3,0.0,80.0436522769902,80.0436522769902
FUM,0.0,169.7097732011764,169.7097732011764
ICDHyr,0.6330958562438957,13.560342586747169,12.927246730503272
MDH,0.0,72.12226862134175,72.12226862134175
MDH2,0.0,80.04365227699043,80.04365227699043
MDH3,0.0,80.04365227699043,80.04365227699043
PYRC,0.0,123.30228617595127,123.30228617595127
SUCOAS,0.0,12.927246730503246,12.927246730503246
2MAHMP,0.0,122.03454788848114,122.03454788848114
ACBIPGT,0.0,0.0,0.0
ACPS1,0.0,0.0,0.0
ADCL,0.0,0.0,0.0
ADCS,0.0,0.0,0.0
ADOCBIK,0.0,0.0,0.0
ADOCBLS,0.0,0.0,0.0
ALATA_D2,0.0,0.0,0.0
ALATA_L2,0.0,0.0,0.0
AMAOTr,0.0,0.0,0.0
AMMQLT8,0.0,0.0,0.0
AMPMS2,0.0,0.0,0.0
ASP1DC,0.0003081916242000382,9.90740635271401,9.907098161089811
ASPO5,0.001218425274000882,0.0012184252740001789,-7.032135290740982e-16
BMOCOS,0.0,0.0,0.0
BTS4,0.0,0.0,0.0
BWCOS,0.0,0.0,0.0
CDPMEK,0.00032566486590000006,0.00032566486590000006,0.0
CPMPS,0.0,0.0,0.0
CPPPGO,0.0,0.7313927556725712,0.7313927556725712
CPPPGO2,0.0,0.0,0.0
DB4PS,0.0,0.0,0.0
DBTS,0.0,0.0,0.0
DHFR,0.0,2.9115434213374374,2.9115434213374374
DHFS,0.0,0.0,0.0
DHNCOAS,0.0,0.0,0.0
DHNCOAT,0.0,0.0,0.0
DHPPDA2,0.0,0.0,0.0
DHPS2,0.0,0.0,0.0
DHPTPE,0.0,0.0,0.0
DMATT,2.9605896900000004e-05,2.9605896900000004e-05,0.0
DMPPS,0.0,0.00032566486590000006,0.00032566486590000006
DPCOAK,0.0003081916242000382,0.0003081916241995941,-4.440892098500626e-16
DPR,0.0003081916242000382,0.0003081916241995941,-4.440892098500626e-16
DXPRIi,0.00032566486590000006,0.00032566486590000006,0.0
DXPS,0.00032566486590000006,0.00032566486590000006,0.0
FCLT,0.0,0.731392755672571,0.731392755672571
FMNAT,0.0,0.0,0.0
G1SAT,0.0,5.851142045380568,5.851142045380568
GDPDPK,0.0,122.03454788848116,122.03454788848116
GDPTPDP,0.0,122.03454788848103,122.03454788848103
GLUCYS,0.0,0.0,0.0
GLUTRR,0.0,5.851142045380564,5.851142045380564
GLYOD,0.0,0.0,0.0
GRTT,2.9605896900000004e-05,2.9605896900000004e-05,0.0
GTHOr,0.0,0.0,0.0
GTHRDHpp,0.0,0.0,0.0
GTPCI,0.0,0.0,0.0
GTPDPDP,0.0,61.017273944240614,61.017273944240614
GTPDPK,0.0,122.03454788848123,122.03454788848123
HETZK,0.0,0.0,0.0
HMBS,0.0,0.7313927556725709,0.7313927556725709
HPPK2,0.0,0.0,0.0
ICHORS,0.0,0.0,0.0
IPDDI,0.0,2.96058969e-05,2.96058969e-05
IPDPS,0.0,0.00032566486590000006,0.00032566486590000006
LIPAMPL,0.0,0.0,0.0
LIPATPT,0.0,0.0,0.0
LIPOCT,0.0,0.0,0.0
LIPOS,0.0,0.0,0.0
MECDPDH2,0.00032566486590000006,0.00032566486590000006,0.0
MECDPS,0.00032566486590000006,0.00032566486590000006,0.0
MEPCT,0.00032566486590000006,0.00032566486590000006,0.0
MOCOS,0.0,0.0,0.0
MOHMT,0.0003081916242000382,0.0003081916241995941,-4.440892098500626e-16
MPTAT,0.0,0.0,0.0
MPTS,0.0,0.0,0.0
MPTSS,0.0,0.0,0.0
MSDHD,0.0,0.0,0.0
NADDP,0.0,0.0,0.0
NADK,0.00023890746015079833,122.03478679594122,122.03454788848107
NADPPPS,0.0,122.03454788848107,122.03454788848107
NADS1,0.001218425274000882,0.0012184252740023993,1.517232520176215e-15
NNAM,0.0,0.0,0.0
NNDMBRT,0.0,0.0,0.0
NNDPR,0.001218425274000882,0.0012184252740023993,1.517232520176215e-15
NPHS,0.0,0.0,0.0
OCTDPS,0.0,0.0,0.0
OCTNLL,0.0,0.0,0.0
OHPBAT,0.0,0.0,0.0
OMBZLM,0.0,0.0,0.0
PANTS,0.0003081916242000382,0.0003081916241996774,-3.608224830031759e-16
PMPK,0.0,122.03454788848097,122.03454788848097
PNTK,0.0003081916242000382,0.0003081916241996774,-3.608224830031759e-16
PPBNGS,0.0,2.9255710226902494,2.9255710226902494
PPCDC,0.0003081916242000382,0.0003081916241996774,-3.608224830031759e-16
PPGPPDP,0.0,122.03454788848069,122.03454788848069
PPNCL2,0.0003081916242000382,0.0003081916241996774,-3.608224830031759e-16
PPPGO,0.0,0.7224733318228971,0.7224733318228971
PPPGO3,0.0,0.7313927556725627,0.7313927556725627
PTPATi,0.0003081916242000382,0.0003081916241996774,-3.608224830031759e-16
PY5PSH,0.0001194531273,0.0001194531273,0.0
PYDAMK,0.0,0.0,0.0
PYDXK,0.0,0.0,0.0
PYDXNK,0.0,0.0,0.0
QULNS,0.001218425274000882,0.0012184252740023993,1.517232520176215e-15
RBFSa,0.0,0.0,0.0
RBFSb,0.0,0.0,0.0
RZ5PP,0.0,0.0,0.0
SEPHCHCS,0.0,0.0,0.0
SUCBZL,0.0,0.0,0.0
TDPDSH,0.0,0.0,0.0
TMPK,0.0,0.0,0.0
TMPPP,0.0,0.0,0.0
TRATF,0.0,0.0,0.0
TYRL,0.0,0.0,0.0
UDCPDPS,2.9605896900000004e-05,2.9605896900000004e-05,0.0
UPP3MT,0.0,0.0,0.0
UPP3S,0.0,0.7313927556725623,0.7313927556725623
UPPDC1,0.0,0.7313927556725623,0.7313927556725623
WCOS,0.0,0.0,0.0
NAMNPP,0.0,0.0,0.0
RBFK,0.0,0.0,0.0
ADSK,0.0,6.970860007556711,6.970860007556711
AMPTASECG,0.0,0.0,0.0
BPNT,0.0,6.970860007556711,6.970860007556711
CYSS,0.05948465203350004,5.205040188603489,5.145555536569988
MCPST,0.0,0.0,0.0
PAPSR,0.0,6.970860007556716,6.970860007556716
PAPSR2,0.0,0.0,0.0
SADT2,0.05948465203350004,7.307779292600538,7.248294640567037
SERAT,0.05948465203350004,6.4178899986686115,6.358405346635111
SULRi,0.05948465203350004,7.30777929260054,7.24829464056704
EX_26dap__M_e,0.0,4.2703009315042175,4.2703009315042175
EX_3amp_e,0.0,0.0,0.0
EX_3cmp_e,0.0,0.0,0.0
EX_3gmp_e,0.0,0.0,0.0
EX_3ump_e,0.0,0.0,0.0
EX_4abut_e,0.0,6.463623365251465,6.463623365251465
EX_ac_e,0.0,12.927246730502903,12.927246730502903
EX_acald_e,0.0,12.92570470025013,12.92570470025013
EX_acgam_e,0.0,0.0,0.0
EX_acgam1p_e,0.0,3.642315500400799,3.642315500400799
EX_acmana_e,0.0,0.0,0.0
EX_acser_e,0.0,6.34744427244425,6.34744427244425
EX_ade_e,0.0,5.744819986646728,5.744819986646728
EX_adn_e,0.0,2.9017675994950416,2.9017675994950416
EX_akg_e,0.0,6.463623365251638,6.463623365251638
EX_ala_L_e,0.0,10.61065311214562,10.61065311214562
EX_alaala_e,0.0,5.151548974737379,5.151548974737379
EX_ala_B_e,0.0,9.907098161090211,9.907098161090211
EX_ala__D_e,0.0,10.610653112145622,10.610653112145622
EX_amp_e,0.0,2.870881302533944,2.870881302533944
EX_arg_L_e,0.0,4.763027962062573,4.763027962062573
EX_asn_L_e,0.0,9.17323903804643,9.17323903804643
EX_asp_L_e,0.0,0.0,0.0
EX_ca2_e,0.0,0.0,0.0
EX_cgly_e,0.0,0.0,0.0
EX_cit_e,0.0,6.462852350125781,6.462852350125781
EX_cmp_e,0.0,0.0,0.0
EX_co2_e,1.4134342531737953,41.360041286937374,39.94660703376358
EX_cobalt2_e,0.0,0.0,0.0
EX_cu_e,0.0,0.0,0.0
EX_cu2_e,0.0,0.0,0.0
EX_cyan_e,0.0,0.0,0.0
EX_cys_L_e,0.0,5.145555536571024,5.145555536571024
EX_cytd_e,0.0,3.3697612792826703,3.3697612792826703
EX_dad_2_e,0.0,2.756456805039554,2.756456805039554
EX_damp_e,0.0,2.7424432981506888,2.7424432981506888
EX_dcmp_e,0.0,3.155126802895324,3.155126802895324
EX_dcyt_e,0.0,3.175351974708748,3.175351974708748
EX_dgmp_e,0.0,2.811040108109642,2.811040108109642
EX_dgsn_e,0.0,2.825765305113882,2.825765305113882
EX_dha_e,0.0,0.0,0.0
EX_dimp_e,0.0,0.0,0.0
EX_din_e,0.0,0.0,0.0
EX_dms_e,0.0,0.0,0.0
EX_dmso_e,0.0,0.0,0.0
EX_dtmp_e,0.0,2.8770058493132833,2.8770058493132833
EX_dump_e,0.0,3.3469926219903225,3.3469926219903225
EX_duri_e,0.0,3.369761279282761,3.369761279282761
EX_etha_e,0.0,0.0,0.0
EX_etoh_e,0.0,11.25806609214926,11.25806609214926
EX_f6p_e,0.0,4.821818931153493,4.821818931153493
EX_fe2_e,0.0,0.0,0.0
EX_fe3_e,0.0,0.0,0.0
EX_for_e,0.0,0.0,0.0
EX_fru_e,0.0,0.0,0.0
EX_fruur_e,0.0,0.0,0.0
EX_fum_e,0.0,9.907098161091348,9.907098161091348
EX_g1p_e,0.0,4.821818931153495,4.821818931153495
EX_g3pe_e,0.0,0.0,0.0
EX_g3pg_e,0.0,0.0,0.0
EX_g3pi_e,0.0,0.0,0.0
EX_g3ps_e,0.0,0.0,0.0
EX_g6p_e,0.0,4.821818931152598,4.821818931152598
EX_gal1p_e,0.0,4.653518095859318,4.653518095859318
EX_gam_e,0.0,0.0,0.0
EX_gam6p_e,0.0,4.653518095859318,4.653518095859318
EX_glc_e,0.0,0.0,0.0
EX_glcn_e,0.0,0.0,0.0
EX_glcur_e,0.0,0.0,0.0
EX_glcur1p_e,0.0,5.248948560880685,5.248948560880685
EX_gln_L_e,0.0,6.3474442724438775,6.3474442724438775
EX_glu_L_e,0.0,6.463623365251362,6.463623365251362
EX_gly_e,0.0,4.702761673593286,4.702761673593286
EX_glyald_e,0.0,9.10057194941221,9.10057194941221
EX_glyc_e,0.0,8.129474332859074,8.129474332859074
EX_glyc_R_e,0.0,0.0,0.0
EX_glyc3p_e,0.0,8.007405011793958,8.007405011793958
EX_gmp_e,0.0,2.946141981136341,2.946141981136341
EX_gsn_e,0.0,2.9623206850415382,2.9623206850415382
EX_gthrd_e,0.0,0.0,0.0
EX_gua_e,0.0,5.732609954793443,5.732609954793443
EX_h_e,0.0,31.941899065672896,31.941899065672896
EX_h2_e,0.0,0.0,0.0
EX_h2o_e,16.75076934811871,79.64709787185613,62.896328523737424
EX_h2s_e,0.0,7.24829464056733,7.24829464056733
EX_his_L_e,0.0,4.567642648146174,4.567642648146174
EX_hom__L_e,0.0,7.076498686492535,7.076498686492535
EX_hxan_e,0.0,5.857096598762916,5.857096598762916
EX_ile_L_e,0.0,3.9313881591625193,3.9313881591625193
EX_imp_e,0.0,0.0,0.0
EX_indole_e,0.0,2.8951855254369057,2.8951855254369057
EX_inost_e,0.0,0.0,0.0
EX_ins_e,0.0,3.011940797018724,3.011940797018724
EX_k_e,0.0,0.0,0.0
EX_lac_D_e,0.0,11.258066092147196,11.258066092147196
EX_lac_L_e,0.0,11.258066092147196,11.258066092147196
EX_leu_L_e,0.0,4.109328083894301,4.109328083894301
EX_lys_L_e,0.0,4.345218491705648,4.345218491705648
EX_mal__L_e,0.0,9.712841334400862,9.712841334400862
EX_malt_e,0.0,0.0,0.0
EX_man_e,0.0,0.0,0.0
EX_man6p_e,0.0,0.0,0.0
EX_met_L_e,0.0,3.309073612385887,3.309073612385887
EX_mg2_e,0.0,0.0,0.0
EX_mn2_e,0.0,0.0,0.0
EX_mnl_e,0.0,0.0,0.0
EX_n2o_e,0.0,0.0,0.0
EX_na1_e,0.0,0.0,0.0
EX_nac_e,0.0,0.0,0.0
EX_nh4_e,0.0,0.0,0.0
EX_ni2_e,0.0,0.0,0.0
EX_nmn_e,0.0,0.0,0.0
EX_no_e,0.0,0.0,0.0
EX_no2_e,0.0,0.0,0.0
EX_no3_e,0.0,0.0,0.0
EX_o2_e,0.0,0.0,0.0
EX_o2s_e,0.0,0.0,0.0
EX_orn_e,0.0,5.266027840842006,5.266027840842006
EX_orot_e,0.0,0.0,0.0
EX_phe_L_e,0.0,2.8427141459778382,2.8427141459778382
EX_pheme_e,0.0,0.7313927556725008,0.7313927556725008
EX_pi_e,0.0,0.0,0.0
EX_pnto__R_e,0.0,0.0,0.0
EX_ppa_e,0.0,0.0,0.0
EX_ppt_e,0.0,0.0,0.0
EX_pro_L_e,0.0,5.266027840842007,5.266027840842007
EX_progly_e,0.0,0.0,0.0
EX_pydx_e,0.0,0.0,0.0
EX_pyr_e,0.0,12.925704700248561,12.925704700248561
EX_rib__D_e,0.0,0.0,0.0
EX_sbt__D_e,0.0,0.0,0.0
EX_ser_L_e,0.0,10.636456371110905,10.636456371110905
EX_skm_e,0.0,0.0,0.0
EX_so3_e,0.0,0.0,0.0
EX_so4_e,0.0,0.0,0.0
EX_succ_e,0.0,9.173239038045269,9.173239038045269
EX_sucr_e,0.0,0.0,0.0
EX_tcynt_e,0.0,0.0,0.0
EX_thr_L_e,0.0,6.604732107392592,6.604732107392592
EX_thymd_e,0.0,2.908024780302412,2.908024780302412
EX_tma_e,0.0,0.0,0.0
EX_tmao_e,0.0,0.0,0.0
EX_tre_e,0.0,0.0,0.0
EX_trp_L_e,0.0,2.2907782379102004,2.2907782379102004
EX_tsul_e,0.0,0.0,0.0
EX_tyr_L_e,0.0,2.9528968648144773,2.9528968648144773
EX_uacgam_e,0.0,0.0,0.0
EX_udpg_e,0.0,0.0,0.0
EX_udpgal_e,0.0,0.0,0.0
EX_udpglcur_e,0.0,0.0,0.0
EX_ump_e,0.0,0.0,0.0
EX_ura_e,0.0,0.0,0.0
EX_urea_e,0.0,0.0,0.0
EX_uri_e,0.0,3.5895283192354555,3.5895283192354555
EX_val_L_e,0.0,5.3857102917707245,5.3857102917707245
EX_xan_e,0.0,6.338878927686168,6.338878927686168
EX_xmp_e,0.0,0.0,0.0
EX_xtsn_e,0.0,3.1344485575019956,3.1344485575019956
EX_xyl__D_e,0.0,0.0,0.0
EX_zn2_e,0.0,0.0,0.0
ACBCP,0.0,123.59840011596908,123.59840011596908
BTNC,0.0,123.59840011596908,123.59840011596908
5FTHFC,0.0,0.0,0.0
FOMETRi,0.0,0.0,0.0
FTHFD,0.0,122.03454788848147,122.03454788848147
GLYCL,0.0,3.1333323959194708,3.1333323959194708
MTHFC,0.13130574038099863,12.80906359575487,12.677757855373871
MTHFD,0.13130574038099863,12.80906359575487,12.677757855373871
MTHFR2,0.0374320003473,3.34650561273346,3.30907361238616
TMDS2,0.0,2.9115434213373907,2.9115434213373907
GLNS,0.4275297253755108,122.60650588555309,122.17897616017758
GLUDC,0.0,12.927246730503017,12.927246730503017
GLUDy,0.0,172.52664670611708,172.52664670611708
GLUN,0.0,122.03454788848146,122.03454788848146
GLUSy,0.0,86.26332335305416,86.26332335305416
ACPPAT120,0.0,0.0,0.0
ACPPAT140,0.0,122.0345478884746,122.0345478884746
ACPPAT141,0.0,0.0,0.0
ACPPAT160,0.0,0.0,0.0
ACPPAT161,0.0,0.0,0.0
ACPPAT180,0.0,0.0,0.0
ACPPAT181,0.0,0.0,0.0
AGPAT120,0.0,0.0,0.0
AGPAT140,0.0,0.0,0.0
AGPAT141,0.0,0.0,0.0
AGPAT160,0.0,0.0,0.0
AGPAT161,0.0,0.0,0.0
AGPAT180,0.0,0.0,0.0
AGPAT181,0.0,0.0,0.0
APH140,0.0,122.0345478884746,122.0345478884746
DASYN120,0.0,0.0,0.0
DASYN140,0.0,0.0,0.0
DASYN141,0.0,0.0,0.0
DASYN160,0.0,0.0,0.0
DASYN161,0.0,0.0,0.0
DASYN180,0.0,0.0,0.0
DASYN181,0.0,0.0,0.0
G3PAT120,0.0,0.0,0.0
G3PAT140,0.0,0.0,0.0
G3PAT141,0.0,0.0,0.0
G3PAT160,0.0,0.0,0.0
G3PAT161,0.0,0.0,0.0
G3PAT180,0.0,122.0345478884747,122.0345478884747
G3PAT181,0.0,0.0,0.0
GPDDA2,0.0,0.0,0.0
GPDDA3,0.0,0.0,0.0
GPDDA4,0.0,0.0,0.0
GPDDA5,0.0,0.0,0.0
LPLIPAL1A180pp,0.0,122.0345478884747,122.0345478884747
PGSA120,0.0,0.0,0.0
PGSA140,0.0,0.0,0.0
PGSA141,0.0,0.0,0.0
PGSA160,0.0,0.0,0.0
